onset	duration	trial_type	response_accuracy	response_time	response_hand
12.0389	6	active_change	correct	3.1097	right
24.0553	6	active_change	correct	1.2950000000000017	right
30.0636	6	active_nochange	correct	9.166399999999996	left
40.08	6	passive	miss	n/a	right
46.0882	6	active_change	correct	1.2366000000000028	right
56.1047	6	active_nochange	correct	1.2248000000000019	left
64.1212	6	active_change	incorrect	1.4560999999999922	left
70.1294	6	active_nochange	correct	1.327699999999993	left
76.1376	6	active_change	incorrect	1.5763999999999925	left
82.1458	6	active_change	correct	1.5960000000000036	right
90.1623	6	active_nochange	correct	1.6962999999999937	left
96.1705	6	active_nochange	correct	1.6128999999999962	left
104.187	6	active_nochange	correct	1.5011999999999972	left
110.1952	6	passive	n/a	1.8637999999999977	left
116.2035	6	active_change	incorrect	1.1644000000000005	left
122.2117	6	active_nochange	correct	0.7290000000000134	left
130.2282	6	passive	n/a	1.8953000000000202	left
138.2447	6	active_nochange	correct	1.1156000000000006	left
144.2529	6	active_nochange	correct	1.2182999999999993	left
154.2693	6	active_nochange	correct	1.3096000000000174	left
160.2775	6	passive	n/a	1.779200000000003	right
166.2858	6	passive	n/a	1.5278000000000134	right
176.3022	6	active_change	correct	1.9790999999999883	right
184.3187	6	active_change	incorrect	2.094399999999979	left
192.3352	6	active_nochange	incorrect	1.9397000000000162	right
198.3434	6	active_change	correct	1.2413999999999987	right
208.3599	6	passive	n/a	1.8714999999999975	right
214.3681	6	active_nochange	correct	1.5252000000000123	left
220.3763	6	active_change	incorrect	0.7989000000000033	left
226.3845	6	active_change	incorrect	1.2845000000000084	left
232.3927	6	active_nochange	correct	1.1972000000000094	left
242.4092	6	active_change	correct	1.5354000000000099	right
248.4174	6	active_change	incorrect	0.896000000000015	left
256.4339	6	active_change	correct	1.1403000000000247	right
262.4421	6	active_change	incorrect	1.4820000000000277	left
268.4503	6	active_nochange	correct	2.025599999999997	left
276.4668	6	passive	n/a	1.759900000000016	right
284.4833	6	passive	n/a	1.5471000000000004	left
300.4997	6	active_nochange	incorrect	1.6992999999999938	right
306.5079	6	active_nochange	correct	1.6189999999999714	left
