onset	duration	trial_type	response_accuracy	response_time	response_hand
12.0371	6	active_change	correct	1.2333999999999996	right
24.0534	6	active_change	incorrect	1.3556999999999988	left
30.0615	6	active_nochange	correct	1.509400000000003	left
40.0779	6	passive	n/a	1.2336000000000027	left
46.0861	6	active_change	correct	0.9731999999999985	right
56.1024	6	active_nochange	correct	1.1855999999999938	left
64.1188	6	active_change	incorrect	1.7339000000000055	left
70.127	6	active_nochange	correct	1.1814999999999998	left
76.1352	6	active_change	correct	1.1770000000000067	right
82.1433	6	active_change	correct	1.6038000000000068	right
90.1598	6	active_nochange	correct	1.0228999999999928	left
96.1679	6	active_nochange	correct	1.1886999999999972	left
104.1843	6	active_nochange	incorrect	1.3600000000000136	right
110.1925	6	passive	n/a	1.2286000000000001	left
116.2006	6	active_change	correct	1.7653000000000105	right
122.2088	6	active_nochange	correct	1.2057999999999964	left
130.2252	6	passive	n/a	1.2401999999999873	left
138.2417	6	active_nochange	correct	1.1133999999999844	left
144.2498	6	active_nochange	incorrect	1.4341000000000008	right
154.2662	6	active_nochange	correct	1.351300000000009	left
160.2743	6	passive	n/a	1.2620000000000005	left
166.2825	6	passive	n/a	1.2116000000000042	left
176.2989	6	active_change	correct	1.2279000000000053	right
184.3153	6	active_change	correct	1.4291999999999803	right
192.3317	6	active_nochange	correct	1.234499999999997	left
198.3399	6	active_change	correct	1.598099999999988	right
208.3563	6	passive	n/a	1.2553000000000054	left
214.3644	6	active_nochange	incorrect	1.828000000000003	right
220.3726	6	active_change	correct	1.0405999999999835	right
226.3807	6	active_change	incorrect	1.4943000000000097	left
232.3889	6	active_nochange	correct	1.4829000000000008	left
242.4053	6	active_change	correct	1.2831999999999937	right
248.4134	6	active_change	correct	1.203800000000001	right
256.4298	6	active_change	incorrect	2.0960999999999785	left
262.438	6	active_change	incorrect	1.053699999999992	left
268.4462	6	active_nochange	correct	1.0353000000000065	left
276.4626	6	passive	n/a	1.219699999999989	left
284.479	6	passive	n/a	1.1899999999999977	left
300.4952	6	active_nochange	correct	1.0491999999999848	left
306.5034	6	active_nochange	incorrect	1.3328000000000202	right
