onset	duration	trial_type	response_accuracy	response_time	response_hand
12.0383	6	active_change	incorrect	1.6593	left
24.0547	6	active_change	correct	1.2236000000000011	right
30.063	6	active_nochange	correct	0.9531000000000027	left
40.0794	6	passive	n/a	1.6794999999999973	left
46.0876	6	active_change	correct	1.734099999999998	right
56.1041	6	active_nochange	correct	2.144299999999994	left
64.1206	6	active_change	correct	1.5675999999999988	right
70.1288	6	active_nochange	incorrect	1.564300000000003	right
76.137	6	active_change	incorrect	1.5678999999999945	left
82.1452	6	active_change	correct	1.4184999999999945	right
90.1617	6	active_nochange	incorrect	1.3208000000000055	right
96.1699	6	active_nochange	correct	1.596500000000006	left
104.1864	6	active_nochange	correct	1.3048000000000002	left
110.1946	6	passive	n/a	1.5614000000000061	right
116.2029	6	active_change	correct	1.4899000000000058	right
122.2111	6	active_nochange	incorrect	1.7635999999999967	right
130.2276	6	passive	n/a	1.3409000000000049	left
138.2441	6	active_nochange	incorrect	2.2340999999999838	right
144.2523	6	active_nochange	correct	1.2478000000000122	left
154.2687	6	active_nochange	correct	1.218199999999996	left
160.277	6	passive	miss	n/a	right
166.2852	6	passive	n/a	1.3222999999999843	left
176.3016	6	active_change	correct	1.615700000000004	right
184.3181	6	active_change	incorrect	1.2340000000000089	left
192.3346	6	active_nochange	correct	1.303200000000004	left
198.3428	6	active_change	incorrect	1.3378999999999905	left
208.3593	6	passive	n/a	1.3560999999999979	left
214.3675	6	active_nochange	correct	1.2887999999999806	left
220.3757	6	active_change	incorrect	1.376400000000018	left
226.3839	6	active_change	incorrect	1.375	left
232.3921	6	active_nochange	correct	1.8275999999999897	left
242.4086	6	active_change	correct	1.238900000000001	right
248.4168	6	active_change	correct	2.5545000000000186	right
256.4333	6	active_change	correct	1.24290000000002	right
262.4415	6	active_change	correct	1.2524999999999977	right
268.4497	6	active_nochange	correct	1.2310999999999694	left
276.4662	6	passive	n/a	1.2333999999999605	left
284.4827	6	passive	n/a	1.372699999999952	right
300.4991	6	active_nochange	correct	1.241899999999987	left
306.5073	6	active_nochange	correct	1.329499999999996	left
