onset	duration	trial_type	response_accuracy	response_time	response_hand
12.0415	6	active_change	correct	1.3729000000000013	right
24.0578	6	active_change	correct	1.3382000000000005	right
30.0659	6	active_nochange	correct	1.416800000000002	left
40.0823	6	passive	n/a	1.366100000000003	left
46.0904	6	active_change	correct	1.5076999999999998	right
56.1067	6	active_nochange	correct	1.2641000000000062	left
64.1232	6	active_change	correct	1.2892000000000081	right
70.1313	6	active_nochange	correct	1.2088999999999999	left
76.1394	6	active_change	correct	1.3436000000000092	right
82.1476	6	active_change	correct	1.3170999999999964	right
90.164	6	active_nochange	incorrect	1.2424000000000035	right
96.1721	6	active_nochange	correct	1.3380999999999972	left
104.1885	6	active_nochange	correct	1.2813999999999908	left
110.1966	6	passive	n/a	1.3220999999999918	left
116.2048	6	active_change	correct	1.2476999999999947	right
122.2129	6	active_nochange	correct	1.2132999999999896	left
130.2293	6	passive	n/a	1.2515999999999963	left
138.2457	6	active_nochange	correct	1.262900000000002	left
144.2539	6	active_nochange	correct	1.4175000000000182	left
154.2702	6	active_nochange	correct	1.2387999999999977	left
160.2784	6	passive	n/a	1.294399999999996	left
166.2865	6	passive	n/a	1.3791000000000224	left
176.3028	6	active_change	correct	1.2704000000000235	right
184.3192	6	active_change	incorrect	1.6456000000000017	left
192.3356	6	active_nochange	correct	1.271899999999988	left
198.3438	6	active_change	correct	1.4194999999999993	right
208.3601	6	passive	n/a	1.4128000000000043	left
214.3683	6	active_nochange	incorrect	1.5553999999999917	right
220.3764	6	active_change	correct	1.447100000000006	right
226.3845	6	active_change	correct	1.8327999999999918	right
232.3927	6	active_nochange	correct	1.3093000000000075	left
242.409	6	active_change	correct	1.1865999999999985	right
248.4171	6	active_change	correct	1.4072999999999922	right
256.4336	6	active_change	correct	1.489499999999964	right
262.4417	6	active_change	correct	1.730199999999968	right
268.4498	6	active_nochange	correct	1.2749000000000024	left
276.4662	6	passive	n/a	1.4162000000000035	left
284.4826	6	passive	n/a	1.4215000000000373	left
300.4988	6	active_nochange	correct	1.309599999999989	left
306.5069	6	active_nochange	correct	1.3293000000000461	left
