onset	duration	trial_type	response_accuracy	response_time	response_hand
12.038	6	active_change	correct	1.2655999999999992	right
24.0543	6	active_change	correct	1.0158999999999985	right
30.0625	6	active_nochange	incorrect	1.2835	right
40.0789	6	passive	n/a	1.5767000000000024	left
46.0871	6	active_change	correct	0.6844000000000037	right
56.1035	6	active_nochange	incorrect	1.3656000000000006	right
64.1199	6	active_change	correct	0.9650000000000034	right
70.1281	6	active_nochange	incorrect	0.7135999999999996	right
76.1363	6	active_change	correct	0.4831999999999965	right
82.1445	6	active_change	incorrect	0.9938000000000073	left
90.1609	6	active_nochange	incorrect	1.303200000000004	right
96.1691	6	active_nochange	incorrect	1.0127999999999986	right
104.1855	6	active_nochange	correct	2.387999999999991	left
110.1937	6	passive	n/a	2.6485999999999876	right
116.2019	6	active_change	incorrect	0.8222999999999985	left
122.2101	6	active_nochange	incorrect	1.231899999999996	right
130.2265	6	passive	n/a	2.302199999999999	left
138.243	6	active_nochange	incorrect	1.0434999999999945	right
144.2511	6	active_nochange	miss	n/a	left
154.2675	6	active_nochange	incorrect	1.4104999999999848	right
160.2757	6	passive	n/a	2.0541000000000054	left
166.2839	6	passive	n/a	0.42070000000001073	left
176.3003	6	active_change	correct	2.259900000000016	right
184.3167	6	active_change	incorrect	1.0833000000000084	left
192.3332	6	active_nochange	incorrect	2.3954999999999984	right
198.3414	6	active_change	correct	0.850200000000001	right
208.3578	6	passive	n/a	0.565400000000011	left
214.3659	6	active_nochange	incorrect	1.129099999999994	right
220.3741	6	active_change	correct	1.2616999999999905	right
226.3823	6	active_change	correct	0.9083000000000254	right
232.3905	6	active_nochange	correct	0.5869999999999891	left
242.4069	6	active_change	incorrect	1.9091999999999985	left
248.415	6	active_change	correct	0.9969000000000108	right
256.4315	6	active_change	correct	0.9471999999999525	right
262.4397	6	active_change	incorrect	0.4438000000000102	left
268.4478	6	active_nochange	correct	3.6824000000000296	left
276.4643	6	passive	n/a	1.3127000000000066	left
284.4807	6	passive	n/a	1.1841000000000008	left
300.497	6	active_nochange	correct	1.6951999999999998	left
306.5051	6	active_nochange	correct	1.0779999999999745	left
